trend_tag,week_start,count,avg_engagement
clean_girl_makeup,2025-05-26,11,42.5
clean_girl_makeup,2025-06-02,10,41.34
clean_girl_makeup,2025-06-09,5,42.94
clean_girl_makeup,2025-06-16,2,43.88
clean_girl_makeup,2025-06-23,2,44.63
clean_girl_makeup,2025-06-30,2,41.87
clean_girl_makeup,2025-07-07,0,45.65
clean_girl_makeup,2025-07-14,1,42.7
clean_girl_makeup,2025-07-21,1,42.68
clean_girl_makeup,2025-07-28,0,41.74
clean_girl_makeup,2025-08-04,7,40.29
clean_girl_makeup,2025-08-11,6,46.73
clean_girl_makeup,2025-08-18,8,41.84
clean_girl_makeup,2025-08-25,7,42.42
clean_girl_makeup,2025-09-01,6,39.96
clean_girl_makeup,2025-09-08,12,42.17
clean_girl_makeup,2025-09-15,7,43.5
clean_girl_makeup,2025-09-22,7,44.78
clean_girl_makeup,2025-09-29,2,42.24
clean_girl_makeup,2025-10-06,3,41.31
clean_girl_makeup,2025-10-13,5,43.17
clean_girl_makeup,2025-10-20,6,41.37
clean_girl_makeup,2025-10-27,10,37.85
clean_girl_makeup,2025-11-03,9,43.1
clean_girl_makeup,2025-11-10,13,43.66
clean_girl_makeup,2025-11-17,13,44.2
clean_girl_makeup,2025-11-24,12,40.18
clean_girl_makeup,2025-12-01,11,45.57
clean_girl_makeup,2025-12-08,11,43.9
clean_girl_makeup,2025-12-15,9,42.66
clean_girl_makeup,2025-12-22,6,45.52
clean_girl_makeup,2025-12-29,7,44.56
clean_girl_makeup,2026-01-05,4,44.65
clean_girl_makeup,2026-01-12,3,41.68
clean_girl_makeup,2026-01-19,3,42.69
clean_girl_makeup,2026-01-26,3,40.23
clean_girl_makeup,2026-02-02,4,43.25
euphoria_glitter_liner,2025-02-10,21,46.5
euphoria_glitter_liner,2025-02-17,23,43.42
euphoria_glitter_liner,2025-02-24,15,44.28
euphoria_glitter_liner,2025-03-03,13,38.39
euphoria_glitter_liner,2025-03-10,3,42.25
euphoria_glitter_liner,2025-03-17,5,40.43
euphoria_glitter_liner,2025-03-24,0,36.93
euphoria_glitter_liner,2025-03-31,0,43.94
euphoria_glitter_liner,2025-04-07,1,43.23
euphoria_glitter_liner,2025-04-14,2,41.65
euphoria_glitter_liner,2025-04-21,5,45.73
euphoria_glitter_liner,2025-04-28,4,47.58
euphoria_glitter_liner,2025-05-05,8,40.65
euphoria_glitter_liner,2025-05-12,8,45.39
euphoria_glitter_liner,2025-05-19,11,41.92
euphoria_glitter_liner,2025-05-26,3,44.78
euphoria_glitter_liner,2025-06-02,2,41.47
euphoria_glitter_liner,2025-06-09,2,40.77
euphoria_glitter_liner,2025-06-16,1,41.87
euphoria_glitter_liner,2025-06-23,0,43.31
euphoria_glitter_liner,2025-06-30,1,41.32
euphoria_glitter_liner,2025-07-07,0,45.3
euphoria_glitter_liner,2025-07-14,3,42.35
euphoria_glitter_liner,2025-07-21,7,38.37
euphoria_glitter_liner,2025-07-28,12,40.87
euphoria_glitter_liner,2025-08-04,9,45.04
euphoria_glitter_liner,2025-08-11,13,40.02
euphoria_glitter_liner,2025-08-18,13,45.06
euphoria_glitter_liner,2025-08-25,12,40.64
euphoria_glitter_liner,2025-09-01,12,39.55
euphoria_glitter_liner,2025-09-08,3,45.37
euphoria_glitter_liner,2025-09-15,5,42.88
euphoria_glitter_liner,2025-09-22,1,42.09
euphoria_glitter_liner,2025-09-29,1,36.59
euphoria_glitter_liner,2025-10-06,0,37.39
euphoria_glitter_liner,2025-10-13,1,42.05
euphoria_glitter_liner,2025-10-20,0,39.66
euphoria_glitter_liner,2025-10-27,4,40.51
euphoria_glitter_liner,2025-11-03,4,44.87
euphoria_glitter_liner,2025-11-10,4,40.03
euphoria_glitter_liner,2025-11-17,0,41.34
euphoria_glitter_liner,2025-11-24,1,39.94
euphoria_glitter_liner,2025-12-01,0,41.52
euphoria_glitter_liner,2025-12-08,0,40.71
euphoria_glitter_liner,2025-12-15,0,38.59
euphoria_glitter_liner,2025-12-22,0,42.57
euphoria_glitter_liner,2025-12-29,0,40.18
euphoria_glitter_liner,2026-01-05,0,42.83
euphoria_glitter_liner,2026-01-12,0,43.61
euphoria_glitter_liner,2026-01-19,0,44.99
euphoria_glitter_liner,2026-01-26,0,39.84
euphoria_glitter_liner,2026-02-02,0,45.08
fox_eye_siren_eye,2025-02-10,16,45.21
fox_eye_siren_eye,2025-02-17,15,42.15
fox_eye_siren_eye,2025-02-24,14,44.82
fox_eye_siren_eye,2025-03-03,8,43.19
fox_eye_siren_eye,2025-03-10,9,38.28
fox_eye_siren_eye,2025-03-17,5,43.05
fox_eye_siren_eye,2025-03-24,7,40.34
fox_eye_siren_eye,2025-03-31,9,38.36
fox_eye_siren_eye,2025-04-07,8,45.3
fox_eye_siren_eye,2025-04-14,12,43.5
fox_eye_siren_eye,2025-04-21,15,46.38
fox_eye_siren_eye,2025-04-28,17,46.44
fox_eye_siren_eye,2025-05-05,21,49.23
fox_eye_siren_eye,2025-05-12,25,45.5
fox_eye_siren_eye,2025-05-19,22,47.37
fox_eye_siren_eye,2025-05-26,16,43.38
fox_eye_siren_eye,2025-06-02,16,44.35
fox_eye_siren_eye,2025-06-09,17,42.92
fox_eye_siren_eye,2025-06-16,16,47.16
fox_eye_siren_eye,2025-06-23,11,40.83
fox_eye_siren_eye,2025-06-30,10,44.17
fox_eye_siren_eye,2025-07-07,15,45.35
fox_eye_siren_eye,2025-07-14,14,43.18
fox_eye_siren_eye,2025-07-21,21,42.8
fox_eye_siren_eye,2025-07-28,19,44.15
fox_eye_siren_eye,2025-08-04,20,44.23
fox_eye_siren_eye,2025-08-11,17,45.29
fox_eye_siren_eye,2025-08-18,19,44.77
fox_eye_siren_eye,2025-08-25,16,48.21
fox_eye_siren_eye,2025-09-01,12,43.82
fox_eye_siren_eye,2025-09-08,8,46.27
fox_eye_siren_eye,2025-09-15,2,43.35
fox_eye_siren_eye,2025-09-22,0,43.51
fox_eye_siren_eye,2025-09-29,1,43.31
fox_eye_siren_eye,2025-10-06,1,40.72
fox_eye_siren_eye,2025-10-13,1,42.68
fox_eye_siren_eye,2025-10-20,1,41.74
fox_eye_siren_eye,2025-10-27,1,40.15
fox_eye_siren_eye,2025-11-03,0,41.07
fox_eye_siren_eye,2025-11-10,0,41.76
fox_eye_siren_eye,2025-11-17,0,38.51
fox_eye_siren_eye,2025-11-24,0,41.05
fox_eye_siren_eye,2025-12-01,0,39.3
fox_eye_siren_eye,2025-12-08,0,41.89
fox_eye_siren_eye,2025-12-15,0,42.94
fox_eye_siren_eye,2025-12-22,0,40.79
fox_eye_siren_eye,2025-12-29,0,40.82
fox_eye_siren_eye,2026-01-05,0,37.25
fox_eye_siren_eye,2026-01-12,0,42.12
fox_eye_siren_eye,2026-01-19,0,44.68
fox_eye_siren_eye,2026-01-26,0,38.61
fox_eye_siren_eye,2026-02-02,0,43.81
glass_skin,2025-02-10,28,49.71
glass_skin,2025-02-17,33,48.23
glass_skin,2025-02-24,30,47.98
glass_skin,2025-03-03,32,44.97
glass_skin,2025-03-10,30,45.14
glass_skin,2025-03-17,29,50.67
glass_skin,2025-03-24,29,48.28
glass_skin,2025-03-31,26,48.0
glass_skin,2025-04-07,32,50.34
glass_skin,2025-04-14,36,42.51
glass_skin,2025-04-21,35,45.9
glass_skin,2025-04-28,39,43.98
glass_skin,2025-05-05,40,47.79
glass_skin,2025-05-12,39,48.17
glass_skin,2025-05-19,41,46.28
glass_skin,2025-05-26,39,43.89
glass_skin,2025-06-02,35,47.07
glass_skin,2025-06-09,33,41.99
glass_skin,2025-06-16,31,45.44
glass_skin,2025-06-23,27,45.36
glass_skin,2025-06-30,29,43.92
glass_skin,2025-07-07,25,45.04
glass_skin,2025-07-14,22,45.07
glass_skin,2025-07-21,26,45.63
glass_skin,2025-07-28,28,47.25
glass_skin,2025-08-04,27,41.75
glass_skin,2025-08-11,28,46.4
glass_skin,2025-08-18,26,45.63
glass_skin,2025-08-25,26,47.62
glass_skin,2025-09-01,19,44.79
glass_skin,2025-09-08,20,44.03
glass_skin,2025-09-15,14,45.17
glass_skin,2025-09-22,11,43.04
glass_skin,2025-09-29,11,44.13
glass_skin,2025-10-06,12,42.8
glass_skin,2025-10-13,12,40.24
glass_skin,2025-10-20,14,44.98
glass_skin,2025-10-27,15,46.53
glass_skin,2025-11-03,17,42.66
glass_skin,2025-11-10,19,45.8
glass_skin,2025-11-17,23,46.06
glass_skin,2025-11-24,19,45.38
glass_skin,2025-12-01,20,42.93
glass_skin,2025-12-08,18,44.78
glass_skin,2025-12-15,18,41.91
glass_skin,2025-12-22,21,44.29
glass_skin,2025-12-29,20,43.87
glass_skin,2026-01-05,23,43.4
glass_skin,2026-01-12,24,46.0
glass_skin,2026-01-19,29,48.6
glass_skin,2026-01-26,32,49.75
glass_skin,2026-02-02,34,45.74
graphic_editorial_liner,2025-02-10,38,53.14
graphic_editorial_liner,2025-02-17,41,48.73
graphic_editorial_liner,2025-02-24,43,53.41
graphic_editorial_liner,2025-03-03,36,47.25
graphic_editorial_liner,2025-03-10,33,46.04
graphic_editorial_liner,2025-03-17,30,48.81
graphic_editorial_liner,2025-03-24,23,46.09
graphic_editorial_liner,2025-03-31,19,40.11
graphic_editorial_liner,2025-04-07,13,44.41
graphic_editorial_liner,2025-04-14,14,45.28
graphic_editorial_liner,2025-04-21,9,47.53
graphic_editorial_liner,2025-04-28,13,42.68
graphic_editorial_liner,2025-05-05,20,48.66
graphic_editorial_liner,2025-05-12,23,44.64
graphic_editorial_liner,2025-05-19,28,43.41
graphic_editorial_liner,2025-05-26,24,45.84
graphic_editorial_liner,2025-06-02,25,45.32
graphic_editorial_liner,2025-06-09,23,43.97
graphic_editorial_liner,2025-06-16,18,44.35
graphic_editorial_liner,2025-06-23,13,42.97
graphic_editorial_liner,2025-06-30,2,45.3
graphic_editorial_liner,2025-07-07,5,40.71
graphic_editorial_liner,2025-07-14,3,38.14
graphic_editorial_liner,2025-07-21,5,38.85
graphic_editorial_liner,2025-07-28,10,45.36
graphic_editorial_liner,2025-08-04,13,41.64
graphic_editorial_liner,2025-08-11,21,42.54
graphic_editorial_liner,2025-08-18,24,45.36
graphic_editorial_liner,2025-08-25,27,52.52
graphic_editorial_liner,2025-09-01,27,44.2
graphic_editorial_liner,2025-09-08,27,46.31
graphic_editorial_liner,2025-09-15,19,44.36
graphic_editorial_liner,2025-09-22,20,45.39
graphic_editorial_liner,2025-09-29,11,45.12
graphic_editorial_liner,2025-10-06,9,46.64
graphic_editorial_liner,2025-10-13,13,42.13
graphic_editorial_liner,2025-10-20,16,43.14
graphic_editorial_liner,2025-10-27,24,45.12
graphic_editorial_liner,2025-11-03,28,48.42
graphic_editorial_liner,2025-11-10,37,46.03
graphic_editorial_liner,2025-11-17,39,46.46
graphic_editorial_liner,2025-11-24,45,47.93
graphic_editorial_liner,2025-12-01,41,50.39
graphic_editorial_liner,2025-12-08,37,42.0
graphic_editorial_liner,2025-12-15,35,46.82
graphic_editorial_liner,2025-12-22,36,46.39
graphic_editorial_liner,2025-12-29,26,46.62
graphic_editorial_liner,2026-01-05,21,42.92
graphic_editorial_liner,2026-01-12,26,47.02
graphic_editorial_liner,2026-01-19,27,44.02
graphic_editorial_liner,2026-01-26,32,49.09
graphic_editorial_liner,2026-02-02,33,45.97
latte_makeup,2025-02-10,29,42.75
latte_makeup,2025-02-17,28,43.19
latte_makeup,2025-02-24,25,50.47
latte_makeup,2025-03-03,24,46.35
latte_makeup,2025-03-10,23,45.16
latte_makeup,2025-03-17,27,46.15
latte_makeup,2025-03-24,26,44.19
latte_makeup,2025-03-31,28,46.85
latte_makeup,2025-04-07,33,46.1
latte_makeup,2025-04-14,31,45.8
latte_makeup,2025-04-21,30,43.61
latte_makeup,2025-04-28,32,44.59
latte_makeup,2025-05-05,33,42.72
latte_makeup,2025-05-12,29,44.27
latte_makeup,2025-05-19,28,46.63
latte_makeup,2025-05-26,27,48.04
latte_makeup,2025-06-02,22,40.76
latte_makeup,2025-06-09,18,46.68
latte_makeup,2025-06-16,24,44.73
latte_makeup,2025-06-23,20,43.11
latte_makeup,2025-06-30,19,42.71
latte_makeup,2025-07-07,20,41.03
latte_makeup,2025-07-14,21,41.4
latte_makeup,2025-07-21,21,47.63
latte_makeup,2025-07-28,25,46.02
latte_makeup,2025-08-04,24,44.38
latte_makeup,2025-08-11,23,41.21
latte_makeup,2025-08-18,21,39.88
latte_makeup,2025-08-25,17,46.16
latte_makeup,2025-09-01,17,41.46
latte_makeup,2025-09-08,14,49.1
latte_makeup,2025-09-15,17,43.98
latte_makeup,2025-09-22,17,46.45
latte_makeup,2025-09-29,19,48.83
latte_makeup,2025-10-06,22,43.86
latte_makeup,2025-10-13,25,46.76
latte_makeup,2025-10-20,29,43.96
latte_makeup,2025-10-27,29,49.89
latte_makeup,2025-11-03,30,40.85
latte_makeup,2025-11-10,29,44.69
latte_makeup,2025-11-17,28,47.5
latte_makeup,2025-11-24,30,49.25
latte_makeup,2025-12-01,31,49.19
latte_makeup,2025-12-08,28,48.0
latte_makeup,2025-12-15,30,47.39
latte_makeup,2025-12-22,31,43.63
latte_makeup,2025-12-29,35,43.81
latte_makeup,2026-01-05,38,44.3
latte_makeup,2026-01-12,45,50.27
latte_makeup,2026-01-19,43,48.32
latte_makeup,2026-01-26,46,49.03
latte_makeup,2026-02-02,44,47.99
strawberry_girl_blush,2025-02-10,42,47.53
strawberry_girl_blush,2025-02-17,33,46.29
strawberry_girl_blush,2025-02-24,35,43.97
strawberry_girl_blush,2025-03-03,29,47.88
strawberry_girl_blush,2025-03-10,31,47.8
strawberry_girl_blush,2025-03-17,32,46.17
strawberry_girl_blush,2025-03-24,32,47.6
strawberry_girl_blush,2025-03-31,38,47.64
strawberry_girl_blush,2025-04-07,42,47.41
strawberry_girl_blush,2025-04-14,43,44.43
strawberry_girl_blush,2025-04-21,40,45.42
strawberry_girl_blush,2025-04-28,42,48.21
strawberry_girl_blush,2025-05-05,34,49.26
strawberry_girl_blush,2025-05-12,34,44.31
strawberry_girl_blush,2025-05-19,25,44.27
strawberry_girl_blush,2025-05-26,24,45.66
strawberry_girl_blush,2025-06-02,13,47.3
strawberry_girl_blush,2025-06-09,15,43.53
strawberry_girl_blush,2025-06-16,12,45.81
strawberry_girl_blush,2025-06-23,14,42.05
strawberry_girl_blush,2025-06-30,10,40.11
strawberry_girl_blush,2025-07-07,19,43.83
strawberry_girl_blush,2025-07-14,16,43.27
strawberry_girl_blush,2025-07-21,16,41.6
strawberry_girl_blush,2025-07-28,10,45.35
strawberry_girl_blush,2025-08-04,9,41.85
strawberry_girl_blush,2025-08-11,4,42.73
strawberry_girl_blush,2025-08-18,3,43.1
strawberry_girl_blush,2025-08-25,1,40.63
strawberry_girl_blush,2025-09-01,1,41.99
strawberry_girl_blush,2025-09-08,0,44.68
strawberry_girl_blush,2025-09-15,0,42.09
strawberry_girl_blush,2025-09-22,1,40.86
strawberry_girl_blush,2025-09-29,1,44.29
strawberry_girl_blush,2025-10-06,0,42.38
strawberry_girl_blush,2025-10-13,2,39.01
strawberry_girl_blush,2025-10-20,4,41.97
strawberry_girl_blush,2025-10-27,3,39.77
strawberry_girl_blush,2025-11-03,3,38.06
strawberry_girl_blush,2025-11-10,2,45.81
strawberry_girl_blush,2025-11-17,0,40.9
strawberry_girl_blush,2025-11-24,0,42.77
strawberry_girl_blush,2025-12-01,0,40.05
strawberry_girl_blush,2025-12-08,2,42.04
strawberry_girl_blush,2025-12-15,1,38.85
strawberry_girl_blush,2025-12-22,7,41.32
strawberry_girl_blush,2025-12-29,6,41.86
strawberry_girl_blush,2026-01-05,15,40.72
strawberry_girl_blush,2026-01-12,13,40.58
strawberry_girl_blush,2026-01-19,15,39.97
strawberry_girl_blush,2026-01-26,21,43.72
strawberry_girl_blush,2026-02-02,18,47.69
